city,beijing_time,local_time,store_id,store_name,item_id,item_name,price,original_price,stock,category
Toronto,2026-03-14 02:03,2026-03-13 16:30,616596d5f896c30ee4da1d57,Unknown,69b451242edc71a8ccdfb7bd,Fruit Box #5,3,3,1,Produce
Toronto,2026-03-14 02:03,2026-03-13 16:30,616596d5f896c30ee4da1d57,Unknown,69b450f82edc71a8ccdfaf7d,Veggie Box #4,4,4,1,Produce
Toronto,2026-03-14 02:03,2026-03-13 16:30,616596d5f896c30ee4da1d57,Unknown,69b450d250c8db600e87b93c,Veggie Box #3,4,4,1,Produce
Toronto,2026-03-14 02:03,2026-03-13 16:30,616596d5f896c30ee4da1d57,Unknown,69b450ab2edc71a8ccdf95c7,Fruit Box #2,3,3,1,Produce
Toronto,2026-03-14 02:03,2026-03-13 16:30,616596d5f896c30ee4da1d57,Unknown,69b45092e7856f8583064de8,Fruit Box #1,3,3,1,Produce
Toronto,2026-03-14 02:03,2026-03-13 16:30,616596d5f896c30ee4da1d57,Unknown,69b1defcec6b9d761eff9d3d,Veggie Box #19,2,2,1,Produce
Toronto,2026-03-14 02:03,2026-03-13 16:30,616596d5f896c30ee4da1d57,Unknown,69b1dddf310c5515dd4fbff1,Veggie Box #16,2,2,1,Produce
Toronto,2026-03-14 02:03,2026-03-13 16:30,616596d5f896c30ee4da1d57,Unknown,69b1d8d43a4981989623fdd3,Fruit Box #8,3,3,1,Produce
Toronto,2026-03-14 02:03,2026-03-13 16:30,616596d5f896c30ee4da1d57,Unknown,69b1d8920c558c50bfc1e425,Fruit Box #7,3,3,1,Produce
Toronto,2026-03-14 02:03,2026-03-13 16:30,616596d5f896c30ee4da1d57,Unknown,69b1d82fbe912654271d8839,Fruit Box #6,3,3,1,Produce
Toronto,2026-03-14 02:03,2026-03-13 16:30,63cef866290ecaebc6d392ff,Unknown,69aaec6c7cb967fc85ee1826,Vetdiet Dental Chews | Dog Treat,10.49,20.99,4,Dog Supplies
Toronto,2026-03-14 02:03,2026-03-13 16:30,63cef866290ecaebc6d392ff,Unknown,69aaec3b7cb967fc85edfdd9,PureBites Topper - Mid Size Beef - 85 g | Size: 82,5.99,11.99,4,Pet Supplies
Toronto,2026-03-14 02:03,2026-03-13 16:30,63cef866290ecaebc6d392ff,Unknown,69aaec117cb967fc85ede573,Vetdiet Feline Adult - Indoor in Salmon & Rice | Cat Food | Size: 1.59,14.99,29.99,1,Cat Supplies
Toronto,2026-03-14 02:03,2026-03-13 16:30,63cef866290ecaebc6d392ff,Unknown,69aaebe77cb967fc85edcac9,Vetdiet Puppy - Chicken & Rice | Dog Food | Size: 2.72,17,33.99,1,Dog Supplies
Toronto,2026-03-14 02:03,2026-03-13 16:30,63cef866290ecaebc6d392ff,Unknown,69aaebd52f7e7a8f63872a15,Vetdiet Puppy SB - Chicken & Rice | Dog Food | Size: 2.72,17,33.99,1,Dog Supplies
Toronto,2026-03-14 02:03,2026-03-13 16:30,63cef866290ecaebc6d392ff,Unknown,69aaebbf22b46d4f4364f636,Vetdiet Adult - Mobility Formula | Dog Food | Size: 2.72,20,39.99,1,Dog Supplies
Toronto,2026-03-14 02:03,2026-03-13 16:30,63cef866290ecaebc6d392ff,Unknown,69aaebaadc93a73d935ac34a,Vetdiet Feline Adult - Indoor - Chicken & Rice | Cat Food | Size: 6.8,33.49,66.99,1, Cat Supplies 
Toronto,2026-03-14 02:03,2026-03-13 16:30,63cef866290ecaebc6d392ff,Unknown,69aaeb922f7e7a8f638713a6,Vetdiet Adult - Skin & Stomach In Salmon & Peas | Dog Food | Size: 2.72,20,39.99,1, Dog Supplies 
Toronto,2026-03-14 02:03,2026-03-13 16:30,63cef866290ecaebc6d392ff,Unknown,69aaeb782f7e7a8f63870a06,Vetdiet Feline Adult - Active in Salmon & Peas | Cat Food | Size: 6.8,36.49,72.99,1,Cat Supplies
Toronto,2026-03-14 02:03,2026-03-13 16:30,63cef866290ecaebc6d392ff,Unknown,69aaeb2f22b46d4f4364bec5,Vetdiet Puppy Sb - Chicken & Rice | Dog Food | Size: 6.8,28.5,56.99,1, Dog Supplies 
Toronto,2026-03-14 02:03,2026-03-13 16:30,63cef866290ecaebc6d392ff,Unknown,699483bbfb8f36e2bccce0d0,Vetdiet Puppy - Chicken & Rice | Dog Food | Size: 2.72,17,33.99,3,Dog Supplies
Toronto,2026-03-14 02:03,2026-03-13 16:30,63cef866290ecaebc6d392ff,Unknown,699483a12e0c6b02d5c15ba9,Vetdiet Kitten - Chicken & Rice | Cat Food | Size: 6.8,31,61.99,1,Cat Supplies
Toronto,2026-03-14 02:03,2026-03-13 16:30,63cef866290ecaebc6d392ff,Unknown,699483901af04775dafff557,Vetdiet Adult - Mobility Formula | Dog Food | Size: 2.72,20,39.99,2,Dog Supplies
Toronto,2026-03-14 02:03,2026-03-13 16:30,63cef866290ecaebc6d392ff,Unknown,69948351fb8f36e2bcccb602,Vetdiet Feline Adult - Indoor in Salmon & Rice | Cat Food | Size: 1.59,14.99,29.99,1,Cat Supplies
Toronto,2026-03-14 02:03,2026-03-13 16:30,63cef866290ecaebc6d392ff,Unknown,69864249ccafe934a2488a46,PureBites Mid Size Treats - Beef & Cheese | Size: 250,14.49,28.99,2,Dog Supplies
